,Location,Range,Row,variable,value
3163,Location 4,4,2,H_sat,567.3220443287934
3164,Location 4,5,2,H_sat,126.42073234400448
3165,Location 4,6,2,H_sat,145.40087647667127
3166,Location 4,7,2,H_sat,796.2153083127341
3167,Location 4,8,2,H_sat,925.6472899503044
3168,Location 4,9,2,H_sat,24.151250939135046
3169,Location 4,10,2,H_sat,201.90481563494558
3170,Location 4,1,3,H_sat,281.35749252304254
3171,Location 4,2,3,H_sat,176.74543589430866
3172,Location 4,3,3,H_sat,-487.86334192944054
3173,Location 4,4,3,H_sat,849.1332792658995
3174,Location 4,5,3,H_sat,368.9987156700645
3175,Location 4,6,3,H_sat,-165.62776901092306
3176,Location 4,7,3,H_sat,43.13553869752219
3177,Location 4,8,3,H_sat,274.04290559506944
3178,Location 4,9,3,H_sat,-219.82138222172568
3179,Location 4,10,3,H_sat,-519.9858740101575
3180,Location 4,1,4,H_sat,352.0028432882709
3181,Location 4,2,4,H_sat,206.23851481121127
3182,Location 4,3,4,H_sat,536.0945745429061
3183,Location 4,4,4,H_sat,-197.1566604285235
3184,Location 4,5,4,H_sat,-121.07332596760588
3185,Location 4,6,4,H_sat,322.8543015551683
3186,Location 4,7,4,H_sat,283.00549025984725
3187,Location 4,8,4,H_sat,355.2108907254287
3188,Location 4,9,4,H_sat,-180.01573138337795
3189,Location 4,10,4,H_sat,379.29623757614246
3190,Location 4,1,5,H_sat,100.82992824901501
3191,Location 4,2,5,H_sat,249.30169087025604
3192,Location 4,3,5,H_sat,162.04170782897145
3193,Location 4,4,5,H_sat,-153.00979424025505
3194,Location 4,5,5,H_sat,100.69681160938558
3195,Location 4,6,5,H_sat,209.89050830497288
3196,Location 4,7,5,H_sat,156.3877551132565
3197,Location 4,8,5,H_sat,29.4524589013229
3198,Location 4,9,5,H_sat,16.322398066211
3199,Location 4,10,5,H_sat,217.35827425596088
3200,Location 5,1,1,H_sat,-529.8917174105256
3201,Location 5,2,1,H_sat,-877.651651649249
3202,Location 5,3,1,H_sat,-631.6571350716639
3203,Location 5,4,1,H_sat,-164.06722583433307
3204,Location 5,5,1,H_sat,349.1040709720003
3205,Location 5,6,1,H_sat,693.7176857799451
3206,Location 5,7,1,H_sat,543.0276722868084
3207,Location 5,8,1,H_sat,9.33002888882789
3208,Location 5,9,1,H_sat,554.4381616492051
3209,Location 5,10,1,H_sat,106.98139555558052
3210,Location 5,1,2,H_sat,-52.46302237034656
3211,Location 5,2,2,H_sat,379.5159602841253
3212,Location 5,3,2,H_sat,-455.48276406222004
3213,Location 5,4,2,H_sat,-403.34779474772307
3214,Location 5,5,2,H_sat,521.5664796590659
3215,Location 5,6,2,H_sat,-43.903297544671865
3216,Location 5,7,2,H_sat,314.9794079093462
3217,Location 5,8,2,H_sat,-404.59922342750133
3218,Location 5,9,2,H_sat,-633.5542485975607
3219,Location 5,10,2,H_sat,181.88011129462654
3220,Location 5,1,3,H_sat,362.01508754384787
3221,Location 5,2,3,H_sat,315.9854047430352
3222,Location 5,3,3,H_sat,72.28167288582418
3223,Location 5,4,3,H_sat,204.24619539602256
3224,Location 5,5,3,H_sat,-8.35785263467227
3225,Location 5,6,3,H_sat,-326.1526405418988
3226,Location 5,7,3,H_sat,-217.92493542987694
3227,Location 5,8,3,H_sat,150.1869906608005
3228,Location 5,9,3,H_sat,-234.80110361780834
3229,Location 5,10,3,H_sat,-537.4166352574078
3230,Location 5,1,4,H_sat,58.11328625800515
3231,Location 5,2,4,H_sat,-217.75539768024453
3232,Location 5,3,4,H_sat,447.3386307539376
3233,Location 5,4,4,H_sat,-106.2645116313237
3234,Location 5,5,4,H_sat,225.9599431608156
3235,Location 5,6,4,H_sat,103.42383744141853
3236,Location 5,7,4,H_sat,41.58879823810665
3237,Location 5,8,4,H_sat,-500.26396476821066
3238,Location 5,9,4,H_sat,-438.69100309506194
3239,Location 5,10,4,H_sat,-18.886947355339508
3240,Location 5,1,5,H_sat,293.3844919422244
3241,Location 5,2,5,H_sat,-63.99087749647264
3242,Location 5,3,5,H_sat,42.0299735073377
3243,Location 5,4,5,H_sat,66.71646464036957
3244,Location 5,5,5,H_sat,-213.34131716433728
3245,Location 5,6,5,H_sat,-17.438518674196622
3246,Location 5,7,5,H_sat,-284.7804047106357
3247,Location 5,8,5,H_sat,876.24973083687
3248,Location 5,9,5,H_sat,-458.28125493994116
3249,Location 5,10,5,H_sat,-120.95461518910608
3250,Location 1,1,1,K_sat,4.926626800540012
3251,Location 1,2,1,K_sat,3.96576281499444
3252,Location 1,3,1,K_sat,6.54524104883282
3253,Location 1,4,1,K_sat,2.0032278959351286
3254,Location 1,5,1,K_sat,3.900669666200426
3255,Location 1,6,1,K_sat,3.3734645409889588
3256,Location 1,7,1,K_sat,4.107638233328994
3257,Location 1,8,1,K_sat,3.2859291077934323
3258,Location 1,9,1,K_sat,2.9766197531837078
3259,Location 1,10,1,K_sat,3.2207540537207926
3260,Location 1,1,2,K_sat,4.8115181320392075
3261,Location 1,2,2,K_sat,0.8604069855456347
3262,Location 1,3,2,K_sat,4.4229770380996
3263,Location 1,4,2,K_sat,2.818909792609478
3264,Location 1,5,2,K_sat,4.818513534536388
3265,Location 1,6,2,K_sat,3.384985463736989
3266,Location 1,7,2,K_sat,2.304832238449499
3267,Location 1,8,2,K_sat,2.17107128110955
3268,Location 1,9,2,K_sat,2.899624646468593
3269,Location 1,10,2,K_sat,2.7981961732854974
3270,Location 1,1,3,K_sat,5.075352783692605
3271,Location 1,2,3,K_sat,3.1104533341188825
3272,Location 1,3,3,K_sat,3.6697090512452055
3273,Location 1,4,3,K_sat,1.1182065883535088
3274,Location 1,5,3,K_sat,3.340918790067313
3275,Location 1,6,3,K_sat,5.021648593079991
3276,Location 1,7,3,K_sat,3.3444584243081814
3277,Location 1,8,3,K_sat,3.449221200412831
3278,Location 1,9,3,K_sat,1.9036787763967509
3279,Location 1,10,3,K_sat,2.934672472478882
3280,Location 1,1,4,K_sat,6.650297512670548
3281,Location 1,2,4,K_sat,2.447477526704565
3282,Location 1,3,4,K_sat,4.669241697056422
3283,Location 1,4,4,K_sat,3.8839512834896874
3284,Location 1,5,4,K_sat,2.9678585189487823
3285,Location 1,6,4,K_sat,3.9167994188221633
3286,Location 1,7,4,K_sat,3.85854937423805
3287,Location 1,8,4,K_sat,2.272854830500879
3288,Location 1,9,4,K_sat,0.7396047300143724
3289,Location 1,10,4,K_sat,7.00751806830937
3290,Location 1,1,5,K_sat,5.630248502800015
3291,Location 1,2,5,K_sat,0.5504225903179711
3292,Location 1,3,5,K_sat,2.51098230030747
3293,Location 1,4,5,K_sat,5.317227574199042
3294,Location 1,5,5,K_sat,2.0126381992760582
3295,Location 1,6,5,K_sat,2.350781787514313
3296,Location 1,7,5,K_sat,3.371335110931129
3297,Location 1,8,5,K_sat,2.355245633142171
3298,Location 1,9,5,K_sat,3.397633661403356
3299,Location 1,10,5,K_sat,4.0692519297520535
3300,Location 2,1,1,K_sat,4.8422495189296715
3301,Location 2,2,1,K_sat,4.852463825199244
3302,Location 2,3,1,K_sat,1.8156257742915631
3303,Location 2,4,1,K_sat,1.5460333168428675
3304,Location 2,5,1,K_sat,-0.7273056157360958
3305,Location 2,6,1,K_sat,3.941380775198451
3306,Location 2,7,1,K_sat,4.873016975558034
3307,Location 2,8,1,K_sat,1.566243021657851
3308,Location 2,9,1,K_sat,2.880194166760352
3309,Location 2,10,1,K_sat,5.679184085663779
3310,Location 2,1,2,K_sat,4.011548550783979
3311,Location 2,2,2,K_sat,4.72884895294203
3312,Location 2,3,2,K_sat,-0.10262510538720226
3313,Location 2,4,2,K_sat,1.2241838036730295
3314,Location 2,5,2,K_sat,5.822057273790115
3315,Location 2,6,2,K_sat,3.0135462272940274
3316,Location 2,7,2,K_sat,1.281806721886051
3317,Location 2,8,2,K_sat,3.5122550679398414
3318,Location 2,9,2,K_sat,2.5559077600946774
3319,Location 2,10,2,K_sat,2.010683279099487
3320,Location 2,1,3,K_sat,1.7436676769424202
3321,Location 2,2,3,K_sat,2.6443086336232815
3322,Location 2,3,3,K_sat,1.4623093540264211
3323,Location 2,4,3,K_sat,2.825757057433294
3324,Location 2,5,3,K_sat,3.548409825942195
3325,Location 2,6,3,K_sat,3.659993270153937
3326,Location 2,7,3,K_sat,3.0932508374216408
3327,Location 2,8,3,K_sat,6.463695993173956
3328,Location 2,9,3,K_sat,2.165386510183938
3329,Location 2,10,3,K_sat,3.0105065922605365
3330,Location 2,1,4,K_sat,3.741087235556723
3331,Location 2,2,4,K_sat,3.7093051361486142
3332,Location 2,3,4,K_sat,3.307599111926346
3333,Location 2,4,4,K_sat,1.8380959326930022
3334,Location 2,5,4,K_sat,1.9527248643767048
3335,Location 2,6,4,K_sat,2.2008733499920963
3336,Location 2,7,4,K_sat,3.9677407356379084
3337,Location 2,8,4,K_sat,3.359239994910814
3338,Location 2,9,4,K_sat,2.2097829020630813
3339,Location 2,10,4,K_sat,3.777737664434666
3340,Location 2,1,5,K_sat,6.988958813713569
3341,Location 2,2,5,K_sat,0.7085980889081274
3342,Location 2,3,5,K_sat,4.802879879289087
3343,Location 2,4,5,K_sat,3.7443880327202503
3344,Location 2,5,5,K_sat,3.629487848449499
3345,Location 2,6,5,K_sat,3.3213893109505226
3346,Location 2,7,5,K_sat,4.183836036212738
3347,Location 2,8,5,K_sat,5.814656597182637
3348,Location 2,9,5,K_sat,-0.23957519076252343
3349,Location 2,10,5,K_sat,2.3060467852313016
3350,Location 3,1,1,K_sat,2.3595427670550895
3351,Location 3,2,1,K_sat,4.530947735367155
3352,Location 3,3,1,K_sat,0.5465179493492807
3353,Location 3,4,1,K_sat,2.0118411838617334
3354,Location 3,5,1,K_sat,2.7862165745484604
3355,Location 3,6,1,K_sat,0.6920981383111386
3356,Location 3,7,1,K_sat,2.095732434021881
3357,Location 3,8,1,K_sat,2.653618998614524
3358,Location 3,9,1,K_sat,2.383630700403079
3359,Location 3,10,1,K_sat,3.0103948938466973
3360,Location 3,1,2,K_sat,1.4669434301731898
3361,Location 3,2,2,K_sat,0.278013717183041
3362,Location 3,3,2,K_sat,1.930134526295617
3363,Location 3,4,2,K_sat,3.0306522653671384
3364,Location 3,5,2,K_sat,2.0023258934082913
3365,Location 3,6,2,K_sat,2.2180457950875976
3366,Location 3,7,2,K_sat,5.83718294502663
3367,Location 3,8,2,K_sat,5.206069679195913
3368,Location 3,9,2,K_sat,2.4997496521139544
3369,Location 3,10,2,K_sat,1.3883342644507182
3370,Location 3,1,3,K_sat,5.8833732237764025
3371,Location 3,2,3,K_sat,3.797321188062959
3372,Location 3,3,3,K_sat,6.244736229969062
3373,Location 3,4,3,K_sat,4.279467934094567
3374,Location 3,5,3,K_sat,1.7260190310911376
3375,Location 3,6,3,K_sat,2.440109541513841
3376,Location 3,7,3,K_sat,1.4443922425000484
3377,Location 3,8,3,K_sat,2.7051442325534234
3378,Location 3,9,3,K_sat,1.2067394953868256
3379,Location 3,10,3,K_sat,5.232943098881872
3380,Location 3,1,4,K_sat,2.9994837800970364
3381,Location 3,2,4,K_sat,5.9819264798092995
3382,Location 3,3,4,K_sat,2.376846589995513
3383,Location 3,4,4,K_sat,2.928748984422941
3384,Location 3,5,4,K_sat,5.136151854801872
3385,Location 3,6,4,K_sat,3.8009141742700003
3386,Location 3,7,4,K_sat,4.6689604993362375
3387,Location 3,8,4,K_sat,0.40426657338264516
3388,Location 3,9,4,K_sat,4.02601253637491
3389,Location 3,10,4,K_sat,3.5192614211677644
3390,Location 3,1,5,K_sat,2.5811090220234028
3391,Location 3,2,5,K_sat,0.3099110093631676
3392,Location 3,3,5,K_sat,1.7866992303771727
3393,Location 3,4,5,K_sat,4.583136425491564
3394,Location 3,5,5,K_sat,4.162042487278094
3395,Location 3,6,5,K_sat,3.7934526453139514
3396,Location 3,7,5,K_sat,5.678520286190986
3397,Location 3,8,5,K_sat,-0.29674406147939747
3398,Location 3,9,5,K_sat,3.199426087079114
3399,Location 3,10,5,K_sat,4.066577367641174
3400,Location 4,1,1,K_sat,4.249800740996534
3401,Location 4,2,1,K_sat,3.794055916638862
3402,Location 4,3,1,K_sat,2.4922237254864914
3403,Location 4,4,1,K_sat,5.339704262668943
3404,Location 4,5,1,K_sat,2.797733145450262
3405,Location 4,6,1,K_sat,3.7297046493182364
3406,Location 4,7,1,K_sat,6.763802731159927
3407,Location 4,8,1,K_sat,6.262605556858496
3408,Location 4,9,1,K_sat,1.8361582159635248
3409,Location 4,10,1,K_sat,3.6065981486971124
3410,Location 4,1,2,K_sat,0.5494735631069223
3411,Location 4,2,2,K_sat,2.871995865221493
3412,Location 4,3,2,K_sat,4.635384872953157
3413,Location 4,4,2,K_sat,2.040494848940464
3414,Location 4,5,2,K_sat,4.424059151337296
3415,Location 4,6,2,K_sat,1.4685619311138989
3416,Location 4,7,2,K_sat,3.552912514815356
3417,Location 4,8,2,K_sat,2.448021073014371
3418,Location 4,9,2,K_sat,2.9916934331270246
3419,Location 4,10,2,K_sat,1.7370097174603238
3420,Location 4,1,3,K_sat,2.854848184752813
3421,Location 4,2,3,K_sat,2.8295503608782178
3422,Location 4,3,3,K_sat,0.8246462411218731
3423,Location 4,4,3,K_sat,2.998745628984242
3424,Location 4,5,3,K_sat,4.4870323334787905
3425,Location 4,6,3,K_sat,2.5084013352171457
3426,Location 4,7,3,K_sat,6.239756146125931
3427,Location 4,8,3,K_sat,0.17101712769037025
3428,Location 4,9,3,K_sat,1.270819168351621
3429,Location 4,10,3,K_sat,2.465231034785381
3430,Location 4,1,4,K_sat,7.124258976935318
3431,Location 4,2,4,K_sat,3.737144103069729
3432,Location 4,3,4,K_sat,5.164978930123608
3433,Location 4,4,4,K_sat,1.8800751732850844
3434,Location 4,5,4,K_sat,0.40592045594821347
3435,Location 4,6,4,K_sat,5.337286481408935
3436,Location 4,7,4,K_sat,4.243048442904285
3437,Location 4,8,4,K_sat,5.099634128147072
3438,Location 4,9,4,K_sat,3.0029542657383184
3439,Location 4,10,4,K_sat,5.422286075255942
3440,Location 4,1,5,K_sat,1.6317673244139614
3441,Location 4,2,5,K_sat,2.1329069712982016
3442,Location 4,3,5,K_sat,2.348213888669072
3443,Location 4,4,5,K_sat,-0.309431028393381
3444,Location 4,5,5,K_sat,2.163377687515578
3445,Location 4,6,5,K_sat,4.959719172873335
3446,Location 4,7,5,K_sat,2.553962371596741
3447,Location 4,8,5,K_sat,2.314470532360784
3448,Location 4,9,5,K_sat,1.4038616055609774
3449,Location 4,10,5,K_sat,2.3561838234046295
3450,Location 5,1,1,K_sat,1.9978142788849709
3451,Location 5,2,1,K_sat,6.585182910880608
3452,Location 5,3,1,K_sat,5.177914034373977
3453,Location 5,4,1,K_sat,2.1621325552734487
3454,Location 5,5,1,K_sat,1.7601214501681886
3455,Location 5,6,1,K_sat,0.2831756496094746
3456,Location 5,7,1,K_sat,5.329158965463524
3457,Location 5,8,1,K_sat,5.101130728289185
3458,Location 5,9,1,K_sat,1.080745306567593
3459,Location 5,10,1,K_sat,5.466469744496315
3460,Location 5,1,2,K_sat,5.14164725302968
3461,Location 5,2,2,K_sat,0.7445225156647792
3462,Location 5,3,2,K_sat,1.31907745399705
3463,Location 5,4,2,K_sat,2.6861304440294536
3464,Location 5,5,2,K_sat,4.020516944527922
3465,Location 5,6,2,K_sat,-0.6170440677677309
3466,Location 5,7,2,K_sat,0.7841125365766279
3467,Location 5,8,2,K_sat,2.7872651105736432
3468,Location 5,9,2,K_sat,3.075085570262113
3469,Location 5,10,2,K_sat,1.1282779444966102
3470,Location 5,1,3,K_sat,2.4227326149375727
3471,Location 5,2,3,K_sat,2.62413080806423
3472,Location 5,3,3,K_sat,1.9030495955018858
3473,Location 5,4,3,K_sat,2.637119533042407
3474,Location 5,5,3,K_sat,3.6821351918852567
3475,Location 5,6,3,K_sat,7.6204178170208206
3476,Location 5,7,3,K_sat,2.740826274390832
3477,Location 5,8,3,K_sat,2.5274218061110942
3478,Location 5,9,3,K_sat,3.235671313875561
3479,Location 5,10,3,K_sat,1.032295485757591
3480,Location 5,1,4,K_sat,1.523713700457537
3481,Location 5,2,4,K_sat,4.106093144882465
3482,Location 5,3,4,K_sat,-0.05274227334548742
3483,Location 5,4,4,K_sat,5.050487182479223
3484,Location 5,5,4,K_sat,6.640168476288317
3485,Location 5,6,4,K_sat,4.286522415546251
3486,Location 5,7,4,K_sat,2.4074411487952223
3487,Location 5,8,4,K_sat,3.5182108305883646
3488,Location 5,9,4,K_sat,1.5393765110908308
3489,Location 5,10,4,K_sat,3.4658097042124734
3490,Location 5,1,5,K_sat,3.120904641929447
3491,Location 5,2,5,K_sat,2.6533188449591916
3492,Location 5,3,5,K_sat,3.132201436410955
3493,Location 5,4,5,K_sat,1.6952333462452946
3494,Location 5,5,5,K_sat,3.5198128013145915
3495,Location 5,6,5,K_sat,2.766517656962185
3496,Location 5,7,5,K_sat,1.9096381696024896
3497,Location 5,8,5,K_sat,1.0722540034051047
3498,Location 5,9,5,K_sat,1.8182845006515864
3499,Location 5,10,5,K_sat,2.6661458968551512
3500,Location 1,1,1,Ca_sat,-90.75858279095775
3501,Location 1,2,1,Ca_sat,323.23824873845837
3502,Location 1,3,1,Ca_sat,-321.43630866730695
3503,Location 1,4,1,Ca_sat,-103.68057689160662
3504,Location 1,5,1,Ca_sat,134.70898724293477
3505,Location 1,6,1,Ca_sat,414.47579817816705
3506,Location 1,7,1,Ca_sat,2.7451987960575934
3507,Location 1,8,1,Ca_sat,-148.26185812131507
3508,Location 1,9,1,Ca_sat,170.9370635789146
3509,Location 1,10,1,Ca_sat,-131.5274024424554
3510,Location 1,1,2,Ca_sat,-194.52846755544763
3511,Location 1,2,2,Ca_sat,39.98263637155194
3512,Location 1,3,2,Ca_sat,526.1159928483899
3513,Location 1,4,2,Ca_sat,304.06017836618236
3514,Location 1,5,2,Ca_sat,234.77336325379622
3515,Location 1,6,2,Ca_sat,69.84817562068511
3516,Location 1,7,2,Ca_sat,197.98399242954858
3517,Location 1,8,2,Ca_sat,-260.8712652569015
3518,Location 1,9,2,Ca_sat,525.5914492303424
3519,Location 1,10,2,Ca_sat,-17.930398691194476
3520,Location 1,1,3,Ca_sat,62.27037023745109
3521,Location 1,2,3,Ca_sat,337.8631994984791
3522,Location 1,3,3,Ca_sat,151.1648220965492
3523,Location 1,4,3,Ca_sat,334.83282568754265
3524,Location 1,5,3,Ca_sat,-128.1492509268824
3525,Location 1,6,3,Ca_sat,187.97847976563054
3526,Location 1,7,3,Ca_sat,-99.35930647604442
3527,Location 1,8,3,Ca_sat,67.32411024388517
3528,Location 1,9,3,Ca_sat,329.57851531722946
3529,Location 1,10,3,Ca_sat,-180.6595509385922
3530,Location 1,1,4,Ca_sat,-335.3681367203923
3531,Location 1,2,4,Ca_sat,235.96566318069344
3532,Location 1,3,4,Ca_sat,199.30440457145534
3533,Location 1,4,4,Ca_sat,233.90394377671964
3534,Location 1,5,4,Ca_sat,379.1668924231969
3535,Location 1,6,4,Ca_sat,307.1318664201348
3536,Location 1,7,4,Ca_sat,-453.9613661275177
3537,Location 1,8,4,Ca_sat,453.335351925229
3538,Location 1,9,4,Ca_sat,484.9388544917809
3539,Location 1,10,4,Ca_sat,172.37240991116056
3540,Location 1,1,5,Ca_sat,-860.1481922086956
3541,Location 1,2,5,Ca_sat,-39.81272802239804
3542,Location 1,3,5,Ca_sat,77.44823685209428
3543,Location 1,4,5,Ca_sat,400.4518975342324
3544,Location 1,5,5,Ca_sat,-19.01349117578895
3545,Location 1,6,5,Ca_sat,401.6864424102618
3546,Location 1,7,5,Ca_sat,623.8178173827931
3547,Location 1,8,5,Ca_sat,302.4874066609382
3548,Location 1,9,5,Ca_sat,215.7523859971544
3549,Location 1,10,5,Ca_sat,110.00961940572687
3550,Location 2,1,1,Ca_sat,414.3600539811468
3551,Location 2,2,1,Ca_sat,34.70794051741394
3552,Location 2,3,1,Ca_sat,-45.16933995516984
3553,Location 2,4,1,Ca_sat,116.09331897818828
3554,Location 2,5,1,Ca_sat,-294.7342899336989
3555,Location 2,6,1,Ca_sat,534.7352759840887
3556,Location 2,7,1,Ca_sat,223.7139986758667
3557,Location 2,8,1,Ca_sat,149.92564778987403
3558,Location 2,9,1,Ca_sat,359.60943795744436
3559,Location 2,10,1,Ca_sat,-360.5149157060002
3560,Location 2,1,2,Ca_sat,-56.44610367150481
3561,Location 2,2,2,Ca_sat,-66.48340574880024
3562,Location 2,3,2,Ca_sat,469.66598453582577
3563,Location 2,4,2,Ca_sat,81.21009899198631
3564,Location 2,5,2,Ca_sat,375.6422852138671
3565,Location 2,6,2,Ca_sat,562.1970525342671
3566,Location 2,7,2,Ca_sat,-108.2563180846036
3567,Location 2,8,2,Ca_sat,-103.52488002494337
3568,Location 2,9,2,Ca_sat,1.6123113695561244
3569,Location 2,10,2,Ca_sat,-42.77884465397474
3570,Location 2,1,3,Ca_sat,-295.2688881640698
3571,Location 2,2,3,Ca_sat,6.262981168276966
3572,Location 2,3,3,Ca_sat,154.72237509004503
3573,Location 2,4,3,Ca_sat,-49.82966071971733
3574,Location 2,5,3,Ca_sat,-506.049576566518
3575,Location 2,6,3,Ca_sat,-327.02537510939175
3576,Location 2,7,3,Ca_sat,29.07638605574927
3577,Location 2,8,3,Ca_sat,-219.85402558402737
3578,Location 2,9,3,Ca_sat,-219.53365113276462
3579,Location 2,10,3,Ca_sat,-155.3867097608571
3580,Location 2,1,4,Ca_sat,86.11270184703473
3581,Location 2,2,4,Ca_sat,68.43398111056736
3582,Location 2,3,4,Ca_sat,-178.3147668312013
3583,Location 2,4,4,Ca_sat,-464.4353746755462
3584,Location 2,5,4,Ca_sat,-196.69177069574116
3585,Location 2,6,4,Ca_sat,95.22909055725634
3586,Location 2,7,4,Ca_sat,263.96510900791225
3587,Location 2,8,4,Ca_sat,-177.99209040368666
3588,Location 2,9,4,Ca_sat,-80.45025898930794
3589,Location 2,10,4,Ca_sat,-261.86852758882975
3590,Location 2,1,5,Ca_sat,-176.6677151566614
3591,Location 2,2,5,Ca_sat,260.1108587470536
3592,Location 2,3,5,Ca_sat,186.3068488833711
3593,Location 2,4,5,Ca_sat,396.70669055427686
3594,Location 2,5,5,Ca_sat,-58.44238515859467
3595,Location 2,6,5,Ca_sat,583.272026876178
3596,Location 2,7,5,Ca_sat,490.9113343293223
3597,Location 2,8,5,Ca_sat,-172.57081125514017
3598,Location 2,9,5,Ca_sat,-315.3824325668995
3599,Location 2,10,5,Ca_sat,-324.92119820401365
3600,Location 3,1,1,Ca_sat,226.90028506198817
3601,Location 3,2,1,Ca_sat,-72.17070885053926
3602,Location 3,3,1,Ca_sat,91.62842534559135
3603,Location 3,4,1,Ca_sat,-159.5006941915336
3604,Location 3,5,1,Ca_sat,18.29803524085255
3605,Location 3,6,1,Ca_sat,359.5139088157599
3606,Location 3,7,1,Ca_sat,-204.12467985962923
3607,Location 3,8,1,Ca_sat,140.22228704277606
3608,Location 3,9,1,Ca_sat,265.8050289233795
3609,Location 3,10,1,Ca_sat,-165.96341835706335
3610,Location 3,1,2,Ca_sat,-137.7032304116785
3611,Location 3,2,2,Ca_sat,352.4994274257259
3612,Location 3,3,2,Ca_sat,235.21863425155095
3613,Location 3,4,2,Ca_sat,302.92965254075364
3614,Location 3,5,2,Ca_sat,422.0093050687408
3615,Location 3,6,2,Ca_sat,163.1684689185833
3616,Location 3,7,2,Ca_sat,1.8005223379440523
3617,Location 3,8,2,Ca_sat,423.52892728168825
3618,Location 3,9,2,Ca_sat,-334.510029335354
3619,Location 3,10,2,Ca_sat,63.6379517114936
3620,Location 3,1,3,Ca_sat,-498.41128812526154
